transaction_id,customer_id,transaction_date,channel,direction,amount,counterparty_country,high_risk_geo_flag
TX300128,CUST10708,2026-04-03,P2P,Credit,26478.02,Mexico,0
TX300129,CUST10447,2026-06-10,Wire,Credit,3376.41,Mexico,0
TX300130,CUST10174,2026-01-01,Cash Deposit,Credit,13947.33,United States,0
TX300131,CUST10416,2026-03-25,P2P,Debit,34567.87,Canada,0
TX300132,CUST10426,2026-06-08,ACH,Debit,11102.79,Canada,0
TX300133,CUST10311,2026-08-29,ACH,Debit,576.81,United Arab Emirates,1
TX300134,CUST10600,2026-05-14,Wire,Credit,2785.02,Nigeria,1
TX300135,CUST10678,2026-03-11,Wire,Credit,8518.72,United States,0
TX300136,CUST10876,2026-06-15,Cash Deposit,Credit,3824.13,Turkey,1
TX300137,CUST10023,2026-02-12,ACH,Credit,7367.55,United Kingdom,0
TX300138,CUST10186,2026-07-10,Cash Withdrawal,Debit,14591.98,United Kingdom,0
TX300139,CUST10387,2026-06-25,Cash Deposit,Credit,1406.03,Nigeria,1
TX300140,CUST10496,2026-09-26,P2P,Debit,63449.78,United States,0
TX300141,CUST10318,2026-06-14,Card,Debit,3951.4,Nigeria,1
TX300142,CUST10674,2026-04-10,Check,Credit,16832.05,United Arab Emirates,1
TX300143,CUST10088,2026-06-22,ACH,Debit,6733.53,Canada,0
TX300144,CUST10737,2026-07-22,Cash Withdrawal,Credit,4363.75,India,0
TX300145,CUST10817,2026-02-05,P2P,Credit,3789.66,Nigeria,1
TX300146,CUST10550,2026-03-10,ACH,Debit,19310.92,United Kingdom,0
TX300147,CUST10349,2026-01-28,P2P,Credit,5428.32,China,0
TX300148,CUST10482,2026-02-21,P2P,Debit,14887.23,Russia,1
TX300149,CUST10770,2026-04-23,ACH,Credit,29836.9,India,0
TX300150,CUST10461,2026-08-01,Cash Withdrawal,Credit,5869.37,China,0
TX300151,CUST10835,2026-03-03,Cash Withdrawal,Debit,500.38,India,0
TX300152,CUST10816,2026-04-08,Cash Withdrawal,Debit,20142.93,Canada,0
TX300153,CUST10373,2026-08-14,Wire,Debit,9896.02,Russia,1
TX300154,CUST10445,2026-06-05,Card,Credit,10914.44,India,0
TX300155,CUST10456,2026-05-26,ACH,Credit,12209.77,United Kingdom,0
TX300156,CUST10012,2026-02-04,Check,Credit,13948.34,United Kingdom,0
TX300157,CUST10740,2026-08-12,Wire,Credit,3732.57,Turkey,1
TX300158,CUST10357,2026-09-26,ACH,Credit,20497.87,United States,0
TX300159,CUST10258,2026-07-03,Cash Deposit,Debit,3862.49,Nigeria,1
TX300160,CUST10007,2026-08-14,Cash Deposit,Debit,2737.28,Nigeria,1
TX300161,CUST10658,2026-02-07,Cash Deposit,Debit,1152.26,Nigeria,1
TX300162,CUST10631,2026-01-13,ACH,Credit,17251.5,United Kingdom,0
TX300163,CUST10743,2026-03-16,P2P,Credit,36501.2,United Kingdom,0
TX300164,CUST10673,2026-07-30,ACH,Credit,372.88,India,0
TX300165,CUST10053,2026-05-05,Wire,Debit,10698.28,Turkey,1
TX300166,CUST10354,2026-07-10,P2P,Debit,3197.85,India,0
TX300167,CUST10203,2026-06-20,ACH,Debit,8597.47,Russia,1
TX300168,CUST10863,2026-09-24,P2P,Debit,3394.72,Turkey,1
TX300169,CUST10419,2026-07-19,ACH,Debit,1722.23,China,0
TX300170,CUST10153,2026-07-19,ACH,Debit,7076.04,Mexico,0
TX300171,CUST10892,2026-06-17,Cash Deposit,Debit,9721.06,Turkey,1
TX300172,CUST10444,2026-03-12,Cash Deposit,Credit,13296.05,Nigeria,1
TX300173,CUST10036,2026-03-11,Wire,Credit,4179.28,Canada,0
TX300174,CUST10539,2026-02-15,P2P,Debit,3326.35,United Arab Emirates,1
TX300175,CUST10627,2026-09-26,Wire,Credit,4709.79,United States,0
TX300176,CUST10576,2026-01-18,Cash Deposit,Debit,1722.13,Nigeria,1
TX300177,CUST10821,2026-02-12,ACH,Debit,3717.2,India,0
TX300178,CUST10268,2026-08-18,Check,Debit,36272.6,Nigeria,1
TX300179,CUST10851,2026-03-25,Cash Deposit,Credit,9968.29,Russia,1
TX300180,CUST10511,2026-05-27,ACH,Credit,5845.95,United Arab Emirates,1
TX300181,CUST10455,2026-04-16,Cash Deposit,Credit,2334.61,Russia,1
TX300182,CUST10544,2026-07-29,Wire,Credit,5048.99,Turkey,1
TX300183,CUST10693,2026-06-27,Wire,Debit,5139.32,Mexico,0
TX300184,CUST10836,2026-09-22,P2P,Debit,11046.9,Canada,0
TX300185,CUST10447,2026-02-06,Cash Withdrawal,Credit,7416.76,Canada,0
TX300186,CUST10511,2026-02-07,P2P,Debit,11337.97,United Arab Emirates,1
TX300187,CUST10319,2026-03-30,Cash Deposit,Debit,1906.46,United Kingdom,0
TX300188,CUST10267,2026-09-08,ACH,Credit,2958.43,China,0
TX300189,CUST10667,2026-09-03,P2P,Credit,6962.57,China,0
TX300190,CUST10505,2026-07-12,Wire,Debit,7853.18,United Kingdom,0
TX300191,CUST10447,2026-01-09,P2P,Debit,8370.15,Mexico,0
TX300192,CUST10631,2026-01-07,Cash Deposit,Debit,1328.03,China,0
TX300193,CUST10527,2026-01-23,Wire,Debit,11947.06,Mexico,0
TX300194,CUST10151,2026-02-04,Card,Debit,1283.05,Mexico,0
TX300195,CUST10704,2026-07-02,Cash Withdrawal,Credit,1082.26,Turkey,1
TX300196,CUST10288,2026-03-04,Wire,Credit,5557.15,United Kingdom,0
TX300197,CUST10639,2026-05-31,Cash Deposit,Credit,4435.0,China,0
TX300198,CUST10055,2026-01-14,ACH,Debit,7872.99,Russia,1
TX300199,CUST10848,2026-05-06,Wire,Debit,2003.21,Turkey,1
TX300200,CUST10152,2026-06-18,P2P,Debit,47750.76,United Arab Emirates,1
TX300201,CUST10030,2026-03-14,Card,Credit,683.73,Nigeria,1
TX300202,CUST10205,2026-06-24,Cash Deposit,Debit,10841.62,United Arab Emirates,1
TX300203,CUST10218,2026-06-15,Cash Withdrawal,Credit,3398.65,Russia,1
TX300204,CUST10302,2026-06-29,Cash Withdrawal,Credit,12887.45,United Kingdom,0
TX300205,CUST10097,2026-01-19,Wire,Debit,10691.99,Russia,1
TX300206,CUST10620,2026-07-23,ACH,Debit,21617.13,Canada,0
TX300207,CUST10667,2026-09-17,Check,Debit,3183.64,China,0
TX300208,CUST10535,2026-02-19,Check,Credit,10599.37,Turkey,1
TX300209,CUST10106,2026-08-17,Check,Credit,38649.98,India,0
TX300210,CUST10065,2026-07-15,ACH,Debit,2281.46,United States,0
TX300211,CUST10145,2026-01-27,Wire,Debit,4661.34,China,0
TX300212,CUST10607,2026-03-17,ACH,Debit,6549.66,United Kingdom,0
TX300213,CUST10600,2026-03-31,Wire,Credit,12594.02,Canada,0
TX300214,CUST10562,2026-05-12,ACH,Debit,16788.57,United Kingdom,0
TX300215,CUST10890,2026-06-27,Check,Debit,40830.63,United Arab Emirates,1
TX300216,CUST10701,2026-09-29,Cash Deposit,Debit,1203.37,India,0
TX300217,CUST10831,2026-04-22,Wire,Debit,3298.9,India,0
TX300218,CUST10131,2026-01-07,ACH,Debit,1745.97,Russia,1
TX300219,CUST10154,2026-09-22,Card,Credit,7642.78,United States,0
TX300220,CUST10892,2026-05-31,Card,Debit,3820.27,Turkey,1
TX300221,CUST10399,2026-07-17,Wire,Debit,4111.22,India,0
TX300222,CUST10436,2026-03-22,P2P,Credit,11147.99,Canada,0
TX300223,CUST10402,2026-06-18,ACH,Credit,4225.07,India,0
TX300224,CUST10883,2026-08-11,Wire,Debit,3956.27,United Arab Emirates,1
TX300225,CUST10852,2026-01-18,Check,Debit,9031.59,Mexico,0
TX300226,CUST10355,2026-04-16,ACH,Credit,14884.7,Mexico,0
TX300227,CUST10546,2026-07-24,ACH,Credit,862.46,Canada,0
TX300228,CUST10095,2026-06-01,ACH,Credit,12823.42,Canada,0
TX300229,CUST10601,2026-09-03,Card,Credit,4671.46,Nigeria,1
TX300230,CUST10790,2026-04-10,Check,Debit,679.19,India,0
TX300231,CUST10848,2026-07-09,P2P,Credit,3429.21,China,0
TX300232,CUST10803,2026-07-18,Check,Debit,1830.3,Canada,0
TX300233,CUST10338,2026-02-11,Card,Credit,2742.95,United Kingdom,0
TX300234,CUST10295,2026-09-29,Card,Debit,2996.65,United Arab Emirates,1
TX300235,CUST10429,2026-09-10,Cash Withdrawal,Credit,4029.66,Russia,1
TX300236,CUST10001,2026-08-31,Card,Credit,2198.44,United Kingdom,0
TX300237,CUST10261,2026-03-23,Wire,Credit,2848.72,United Arab Emirates,1
TX300238,CUST10275,2026-01-11,P2P,Credit,1052.89,Nigeria,1
TX300239,CUST10064,2026-06-07,Cash Withdrawal,Credit,2788.58,United Kingdom,0
TX300240,CUST10102,2026-08-24,Card,Debit,16182.22,India,0
TX300241,CUST10246,2026-08-01,Cash Deposit,Credit,8306.34,United States,0
TX300242,CUST10774,2026-07-19,Card,Credit,5947.51,Russia,1
TX300243,CUST10086,2026-05-13,Cash Withdrawal,Credit,2180.51,India,0
TX300244,CUST10349,2026-08-07,Cash Withdrawal,Credit,14111.89,Turkey,1
TX300245,CUST10713,2026-04-20,Cash Withdrawal,Credit,2671.88,United States,0
TX300246,CUST10206,2026-07-03,ACH,Debit,43500.53,Canada,0
TX300247,CUST10661,2026-01-22,ACH,Credit,3455.54,India,0
TX300248,CUST10050,2026-04-21,Cash Deposit,Debit,626.89,Turkey,1
TX300249,CUST10494,2026-06-25,Card,Debit,5310.07,United States,0
TX300250,CUST10653,2026-07-19,ACH,Credit,96375.82,United Kingdom,0
TX300251,CUST10535,2026-05-19,Cash Deposit,Credit,2669.8,Russia,1
TX300252,CUST10333,2026-09-05,Cash Deposit,Credit,8170.57,India,0
TX300253,CUST10471,2026-09-06,ACH,Credit,2498.31,Canada,0
TX300254,CUST10789,2026-08-31,ACH,Debit,3267.49,India,0
TX300255,CUST10483,2026-06-10,Check,Debit,1697.36,Mexico,0
TX300256,CUST10012,2026-07-03,Wire,Credit,4357.73,India,0
TX300257,CUST10019,2026-09-09,Card,Credit,6519.62,Nigeria,1
TX300258,CUST10449,2026-03-30,P2P,Debit,23620.01,China,0
TX300259,CUST10520,2026-02-13,ACH,Credit,2981.96,India,0
TX300260,CUST10052,2026-08-26,Wire,Debit,28890.05,United Arab Emirates,1
TX300261,CUST10149,2026-09-19,Check,Credit,17751.84,Canada,0
TX300262,CUST10712,2026-06-11,Wire,Debit,1999.77,United States,0
TX300263,CUST10013,2026-04-13,ACH,Debit,4861.65,India,0
TX300264,CUST10575,2026-03-04,Wire,Credit,33392.99,Russia,1
TX300265,CUST10773,2026-06-07,Wire,Debit,7227.08,Turkey,1
TX300266,CUST10384,2026-08-01,Check,Credit,1560.82,Russia,1
TX300267,CUST10480,2026-02-16,P2P,Debit,7080.85,China,0
TX300268,CUST10259,2026-03-17,Wire,Debit,17396.93,Russia,1
TX300269,CUST10801,2026-09-27,ACH,Debit,11212.09,Mexico,0
TX300270,CUST10310,2026-03-31,ACH,Credit,15860.17,United Arab Emirates,1
TX300271,CUST10289,2026-07-19,Wire,Credit,1729.95,Canada,0
TX300272,CUST10623,2026-08-19,Card,Debit,19419.51,Turkey,1
TX300273,CUST10041,2026-04-09,P2P,Debit,1916.29,India,0
TX300274,CUST10205,2026-04-02,P2P,Credit,8400.3,India,0
TX300275,CUST10496,2026-02-02,ACH,Debit,2762.13,Mexico,0
TX300276,CUST10650,2026-07-04,Card,Debit,2859.55,United Arab Emirates,1
TX300277,CUST10639,2026-04-06,Wire,Credit,2892.88,Turkey,1
TX300278,CUST10156,2026-02-17,Cash Deposit,Debit,6172.49,Turkey,1
TX300279,CUST10050,2026-07-01,Cash Withdrawal,Debit,2585.63,United States,0
TX300280,CUST10226,2026-05-17,Cash Deposit,Credit,3472.87,United Kingdom,0
TX300281,CUST10079,2026-05-08,Check,Credit,5683.74,United Arab Emirates,1
TX300282,CUST10846,2026-03-30,P2P,Debit,968.82,India,0
TX300283,CUST10351,2026-02-19,P2P,Debit,2553.58,Mexico,0
TX300284,CUST10802,2026-06-17,Check,Debit,25967.54,China,0
TX300285,CUST10290,2026-09-29,Card,Debit,337.17,Canada,0
TX300286,CUST10383,2026-01-26,ACH,Debit,9405.12,United States,0
TX300287,CUST10357,2026-04-07,Wire,Credit,3555.11,Turkey,1
TX300288,CUST10896,2026-09-22,Wire,Credit,11906.29,China,0
TX300289,CUST10069,2026-06-14,Check,Credit,19399.32,Canada,0
TX300290,CUST10604,2026-08-13,Cash Deposit,Credit,2378.47,United Kingdom,0
TX300291,CUST10649,2026-07-05,Check,Debit,4458.95,United Arab Emirates,1
TX300292,CUST10745,2026-06-30,Cash Deposit,Credit,1705.71,Nigeria,1
TX300293,CUST10528,2026-09-07,ACH,Debit,7692.94,Turkey,1
TX300294,CUST10813,2026-01-20,ACH,Debit,5357.5,United Arab Emirates,1
TX300295,CUST10705,2026-09-21,Cash Withdrawal,Debit,15764.6,Russia,1
TX300296,CUST10814,2026-09-29,Cash Withdrawal,Credit,6217.73,Turkey,1
TX300297,CUST10884,2026-07-13,Cash Deposit,Debit,63134.39,Russia,1
TX300298,CUST10376,2026-05-17,P2P,Credit,3884.65,Turkey,1
TX300299,CUST10111,2026-06-17,Cash Deposit,Credit,13392.02,United States,0
TX300300,CUST10692,2026-08-15,Check,Debit,1778.31,Russia,1
TX300301,CUST10798,2026-08-26,Card,Debit,8722.64,United Arab Emirates,1
TX300302,CUST10237,2026-01-08,Cash Deposit,Debit,9627.93,India,0
TX300303,CUST10856,2026-07-15,Cash Withdrawal,Credit,4947.59,India,0
TX300304,CUST10293,2026-08-07,Check,Debit,7516.9,India,0
TX300305,CUST10517,2026-03-10,Cash Deposit,Credit,2011.18,Mexico,0
TX300306,CUST10237,2026-07-07,P2P,Credit,16753.16,Canada,0
TX300307,CUST10087,2026-05-06,ACH,Debit,9049.16,United Arab Emirates,1
TX300308,CUST10611,2026-04-30,Card,Debit,4453.19,Russia,1
TX300309,CUST10101,2026-01-02,ACH,Credit,35289.24,China,0
TX300310,CUST10561,2026-05-31,Cash Withdrawal,Credit,16484.23,India,0
TX300311,CUST10417,2026-02-21,ACH,Credit,3294.4,United States,0
TX300312,CUST10594,2026-09-24,ACH,Credit,13878.0,India,0
TX300313,CUST10405,2026-04-23,Check,Debit,3386.5,Nigeria,1
TX300314,CUST10056,2026-01-16,Cash Withdrawal,Debit,5708.65,China,0
TX300315,CUST10671,2026-03-06,ACH,Credit,1593.93,Nigeria,1
TX300316,CUST10640,2026-09-30,Card,Credit,16758.41,Canada,0
TX300317,CUST10327,2026-08-10,ACH,Debit,38958.63,Mexico,0
TX300318,CUST10054,2026-02-12,Wire,Debit,4328.77,China,0
TX300319,CUST10093,2026-06-15,Wire,Debit,18195.61,Nigeria,1
TX300320,CUST10504,2026-05-12,Check,Credit,13606.6,Turkey,1
TX300321,CUST10306,2026-09-17,Wire,Debit,1784.65,United Arab Emirates,1
TX300322,CUST10628,2026-02-17,Cash Deposit,Credit,5844.85,China,0
TX300323,CUST10821,2026-06-03,ACH,Credit,8146.78,United Kingdom,0
TX300324,CUST10141,2026-04-03,Cash Deposit,Debit,6102.47,Mexico,0
TX300325,CUST10386,2026-04-22,Wire,Credit,41239.97,China,0
TX300326,CUST10252,2026-03-14,ACH,Credit,4542.29,United Arab Emirates,1
TX300327,CUST10275,2026-03-21,Wire,Debit,5954.24,United States,0
TX300328,CUST10060,2026-09-02,Cash Withdrawal,Debit,10221.71,Russia,1
TX300329,CUST10067,2026-04-17,Cash Deposit,Debit,16165.77,Turkey,1
TX300330,CUST10846,2026-06-07,Wire,Credit,4113.18,India,0
TX300331,CUST10169,2026-08-31,Cash Deposit,Debit,2975.99,Canada,0
TX300332,CUST10492,2026-03-15,Wire,Debit,3425.19,Canada,0
TX300333,CUST10827,2026-09-06,Wire,Debit,1521.15,Canada,0
TX300334,CUST10405,2026-02-07,ACH,Credit,1325.38,United Kingdom,0
TX300335,CUST10287,2026-09-12,ACH,Debit,8815.08,Mexico,0
TX300336,CUST10250,2026-06-12,ACH,Credit,646.46,Mexico,0
TX300337,CUST10435,2026-08-21,ACH,Debit,3116.03,Nigeria,1
TX300338,CUST10734,2026-01-28,Cash Deposit,Credit,906.44,United Kingdom,0
TX300339,CUST10303,2026-02-07,ACH,Credit,5656.47,Russia,1
TX300340,CUST10335,2026-08-06,Card,Debit,4404.46,Russia,1
TX300341,CUST10506,2026-02-13,ACH,Debit,197.74,Nigeria,1
TX300342,CUST10071,2026-01-16,Card,Debit,5475.02,United Arab Emirates,1
TX300343,CUST10478,2026-03-04,P2P,Credit,2445.48,United States,0
TX300344,CUST10559,2026-04-23,Cash Withdrawal,Debit,7686.35,Canada,0
TX300345,CUST10397,2026-08-03,Cash Withdrawal,Debit,21391.76,United States,0
TX300346,CUST10626,2026-04-07,P2P,Debit,13095.09,Turkey,1
TX300347,CUST10406,2026-06-23,Cash Deposit,Credit,2327.06,China,0
TX300348,CUST10237,2026-07-17,ACH,Debit,10189.22,Turkey,1
TX300349,CUST10592,2026-02-06,Wire,Debit,10853.23,Turkey,1
TX300350,CUST10898,2026-07-13,ACH,Credit,5481.32,Canada,0
TX300351,CUST10689,2026-03-22,Cash Deposit,Credit,4216.98,Canada,0
TX300352,CUST10457,2026-02-03,Wire,Credit,5590.63,United States,0
TX300353,CUST10271,2026-06-03,ACH,Debit,12116.71,China,0
TX300354,CUST10656,2026-09-20,Wire,Debit,18337.65,Turkey,1
TX300355,CUST10665,2026-05-05,P2P,Credit,962.24,United Arab Emirates,1
TX300356,CUST10258,2026-03-31,Card,Credit,1625.67,United States,0
TX300357,CUST10822,2026-02-19,Wire,Debit,9249.0,United Arab Emirates,1
TX300358,CUST10698,2026-04-27,ACH,Credit,17492.57,Turkey,1
TX300359,CUST10774,2026-09-17,Cash Deposit,Debit,3349.68,India,0
TX300360,CUST10513,2026-06-29,Check,Debit,541.89,Nigeria,1
